id,sender,sender_type,sender_id,timestamp,meta,,age,aud,condition,duration,ended_on,gender,time_commit,time_end,time_render,time_run,time_show,time_switch,url,vis
,Reaction,canvas.Screen,3_98_0_2,2022-03-01T10:42:27.902Z,,,,0,V,1500.030000000028,timeout,,370272.39999997616,370271.446,368771.416,368774.10000002384,368788.083,370288.113,,white
,Trial,flow.Sequence,3_98_0,2022-03-01T10:42:27.902Z,,,,0,V,3866.744000000006,completion,,370272.6999999881,370271.446,366388.035,366374.89999997616,366404.702,370288.113,,white
,Frame,canvas.Frame,3_98,2022-03-01T10:42:27.902Z,,,,0,V,3868.0980000119307,,,370272.89999997616,370272.8000000119,366388.035,366374.10000002384,366404.702,370304.78,,white
,Fixation,canvas.Screen,3_99_0_0,2022-03-01T10:42:29.870Z,,,,1,VA,1950.0389999999898,timeout,,372240.89999997616,372238.152,370288.113,370273.8000000119,370304.78,372254.819,,white
,Stimulus,canvas.Screen,3_99_0_1,2022-03-01T10:42:29.969Z,,,,1,VA,100.00199999997858,timeout,,372340.1999999881,372338.154,372238.152,372241.10000002384,372254.819,372354.821,,white
,Reaction,canvas.Screen,3_99_0_2,2022-03-01T10:42:31.470Z,,,,1,VA,1500.030000000028,timeout,,373840.3000000119,373838.184,372338.154,372340.5,372354.821,373854.851,,white
,Trial,flow.Sequence,3_99_0,2022-03-01T10:42:31.470Z,,,,1,VA,3533.4039999999804,completion,,373840.60000002384,373838.184,370288.113,370273.6999999881,370304.78,373854.851,,white
,Frame,canvas.Frame,3_99,2022-03-01T10:42:31.470Z,,,,1,VA,3535.820000023814,,,373840.6999999881,373840.60000002384,370288.113,370273,370304.78,373871.518,,white
,Loop,flow.Loop,3,2022-03-01T10:42:31.470Z,,,,,,352445.97000002384,completion,,373841,373840.60000002384,21361.296,21363.899999976158,21394.63,373871.518,,
,end,html.Page,4,2022-03-01T10:42:34.545Z,,,,,,3043.282000011939,form submission,,376915.3000000119,376914.8000000119,373854.851,373841.10000002384,373871.518,376921.579,,
,root,flow.Sequence,,2022-03-01T10:42:34.546Z,,,,,,375737.2410000119,completion,,376916.5,376914.8000000119,1160.892,1133.1000000238419,1177.559,376921.579,,
